Screen Name,Tweet,Favourite count,Retweet count,Description,Location,Followers,Tweet ID,Date Created
CAgbasonu,"Differences between us (Nigeria) and any other country we revere to live in are;
1. Aesthetics
2. Basic amenities
3. Welfare policies
4. Justice system
5. Security.

It's the same earth surface and nothing fell from the sky.

Can't we achieve this even at neighbourhood levels?",1,1,"Tribe:-Human being, Race:-Human, Religion:-Love, Culture:-Respect for each other.

I am part of the solution.",,73,980028863324573696,2018-03-31 10:27:43
Africa,"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/GBRo4TJAnP",0,0,,,2242,980027219048370178,2018-03-31 10:21:11
globalissuesweb,"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents https://t.co/ydWosnJ9aN https://t.co/XI2LunfxDE",0,0,"Forum on Global Issues, Geography,  and Culture. In  the interests of economic justice, sustainable development and universal human welfare.","Los Angeles, California, USA",111141,980026866844229632,2018-03-31 10:19:47
DeeParrot1,Moving security forward in Lagos state and Nigeria as a whole @Securitytips247 @lagostraffic961 @lagosstategov,1,0,"New account, 😍MUFC","Lagos, Nigeria",227,980026065149202432,2018-03-31 10:16:36
LolaAkinmade,"Postcard: The Security Guard in Lagos, Nigeria: https://t.co/ExI13JZc7Z #Travel #Lagos #Nigeria",6,2,Writer + photographer + idealist. Represented by @NatGeoCreative. Editor - @SlowStockholm. Co-Founder - @NordicTB. Author - Due North & Lagom @LagomBook,"Stockholm, Sweden",11248,980024427902652417,2018-03-31 10:10:06
itumomartins,"A President who should be SEEN meeting with security &amp; community leaders with the aim of dousing the tension and bloodletting in his country is SEEN bragging about taking a shot with @NaomiCampbell

What is the value of such PR stunt to Nigeria's present troubles?",0,1,"A friend, a Negotiator, and your Pacifist.",Nigeria,281,980023991804055553,2018-03-31 10:08:22
african_planet,"#AfricanPlanet Easter: Pray for Nigeria&amp;#039;s socio-economic, security challenges, Omisore… https://t.co/IuA1XOHwBu",0,0,"AfricanPlanet is an Afro-centric web portal that connects you to Africa, and Africans around the world, for social networking and e-commerce trade.",,373,980021428878798850,2018-03-31 09:58:11
SDGsSaturday,107 killed in Nigeria this week alone? #SDGsSaturday Promoting PEACEFUL societies is an integral aspect of #SDG16 We pray for peace and security in Nigeria #sdgs https://t.co/Cm74LC2kNV,0,2,The leading account on #SDGs in #Nigeria & home of the awesome #SDGsSaturday hashtag.| #SustainableDevelopment #Africa | Founder: @toyino1,"Nigeria, #GlobalGoals",4588,980016925571993602,2018-03-31 09:40:17
nmutaka,Security risk! The collection of men and women who turned up for the jamboree in Lagos constitute a bigger security risk to Nigeria than the millions over whom they ride roughshod daily.                       Temitayo Fagbumi,0,0,Banker and biker,Lagos,330,980015974916255744,2018-03-31 09:36:30
nmutaka,"We play too much in Nigeria. The President's presence in Lagos was a security risk hence the curtailed movement.

This is a man who does not have access codes to any nuclear facility or weapon.",2,0,Banker and biker,Lagos,330,980014280723623936,2018-03-31 09:29:46
muhammadauduya2,Vanguard News Nigeria https://t.co/KDZKur79V9,0,0,,,0,980011371063635969,2018-03-31 09:18:13
Yousuf_SY,"The rate at which Nigerians are being killed is a clear indication that Nigeria needs more security operatives. Also, the quality of the security services needs drastic improvement.",0,0,Passionate about Healthcare and Agriculture.,Nigeria,573,980009999547191296,2018-03-31 09:12:46
cgnetwork,"Nigeria:Illegal Arms Possession - Shoot at Sight, Gov. Yari Orders Security Agents… https://t.co/DOIg1gDyig",0,0,Suntex Strategic Investment Ltd •Private Investment Banking •CHINA •USA •THAILAND  •PSS WORLDWIDE OF THE WORLD - HOTEL & RESORTS•CHINA•THAILAND,Thailand,1276,980009626476384256,2018-03-31 09:11:17
MurtalaIbin,"Solving security crisis in Nigeria requires State support to succeed, State AGs have the powers to prosecute and ensure those arrested by Fed agencies are brought before a Judge for their crimes, security votes should be used in an effective and efficient manner to compliment FG",2,3,Proudly Nigerian /Muslim/Progressive / Environmentalist|Educationist| interest military aviation @aviationGist,Nigeria,5053,980007834669764611,2018-03-31 09:04:10
douglas_chike,"@deeejerh Dangerous times in Nigeria. Our leaders tend to gloss over very important issues. A state of emergency should be declared in all th we trouble spots. It seems our armed forces are overwhelmed, we can involve international private security contractors.",0,0,"Social activist, I see the truth I say it as it is. Nigeria must be liberated.",,5,980002977716101120,2018-03-31 08:44:52
iheanacho_franc,2019 polls: Security Agencies In Nigeria May Have Been Compromised – OBASANJO’S COALITION GROUP https://t.co/N4ONHqpj6C,0,0,To God be the glory,"Lagos, Nigeria",446,979999268525223936,2018-03-31 08:30:07
biafra_first,Nigeria IS A MODERN DAY SODOM AND GOMORRAH! EVERY TEN PEOPLE IN THE ZOO CALLED NIGERIA ( THREE ARE BEEN KILLED BY SECURITY FORCES ( TWO ARE BEEN KILLED FULANI HERDSMEN ( TWO ARE BEEN KILLED BY RITUALIST AND ONE ARE BEEN KILLED BY COMMON CRIMINAL! Nigeria IS HOSTILE ENVIRONMENT!,0,0,RESTORATION OF NATION OF BIAFRA AS IT WAS BEFORE BRITISH CAME TO OUR LAND!,"Barcelona, Spain",109,979997051311349760,2018-03-31 08:21:19
obasifc,@LagosTalks913 good morning Fela and faith. Fela what's your economic and security plan for nigeria. And how do you plan to restructure the educational system in Nigeria.,0,0,An unsatisfying taste to learn by doing and making  impacts,Nigeria,25,979996490147000321,2018-03-31 08:19:05
SamiraDiamonds,"@seunonigbinde @Jani4Tijani As if the president's security team wouldn't have thrown her into the sea.

@MBuhari invited her to meet him, probably behind the back of @THISDAYLIVE that brought her to Nigeria. 

So undignified of the presidency if you ask me.",1,1,Diamonds Are Forever!,,85,979995379373608961,2018-03-31 08:14:40
DonOkereke,"Wrote about brinkmanship, uncertainty in Nigeria in one of my recent essays

Or are they flying a kite? 👇

Heads of #Nigeria #security agencies express worry over alleged ongoing attempts by some groups to disrupt 2019 general elections
https://t.co/XKUI1Ywz6s
Via @MobilePunch https://t.co/PiAsctY1ID",0,0,"#Security Aficionado/Analyst/Consultant, #Writer, Avid #Reader, Curious, Active Citizen, X-Military. Passion 👉 #OSINT/#CVE/Entrepreneurship/Advocacy/SocialGood",,1974,979994898949648384,2018-03-31 08:12:45
NofNews_Nigeria,Northern Groups Seek Improved Security In The Region Northern groups have demanded for immediate and decisive steps to improve the security of lives and economic assets in the North by the... https://t.co/ideBAnPh5g,0,0,,,113,979994242297708544,2018-03-31 08:10:09
alagbesamson3,https://t.co/aRd1jfjN2A - Nigeria's Premier Online Forum - Security Training Facilitator https://t.co/dMIEZyIB4e,0,2,,Ibadan,40,979993722493587462,2018-03-31 08:08:05
9jaBloke,"When Thomas Hobbes described life as being ""nasty, brutish and short"", there is no iota of doubt in my mind that he had the current state of Nigeria's internal security as an exemplification.",4,2,Sustainability Consultant | Fervid in my convictions | Gentle in my mannerisms | Voracious Arsenal apologist,Sheffield - Lagos - PHC,8873,979991884679479296,2018-03-31 08:00:47
4MyResearch,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition | https://t.co/unzQb63U51 https://t.co/3c0hrDkktF",0,0,"Omotere Tope is a Digital Historian and holds N.C.E., B.A. Ed, and M.A (in History). He is currently a research student at OAU, Ile-Ife, Nigeria.",Nigeria,252,979991277080064000,2018-03-31 07:58:22
todayng,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/woNKe20ttp https://t.co/gGaHZq5ilS",1,2,"Latest news, trends, photos and videos from around Nigeria and world.",,119548,979985404068691969,2018-03-31 07:35:02
akinpainforum1,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/TEZfcLm7cN via todayng https://t.co/Gt0AzZqwhE",0,0,"I am an anaesthetist. I try to make surgical operation safe, comfortable and make the outcome acceptable to my patients. Follow me for all the latest happenings",Akure Nigeria,288,979984942259163138,2018-03-31 07:33:12
NigeriaNewsdesk,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/qkT2FKJr4a via @todayng https://t.co/22QyDzsG2g",10,11,Breaking news and current events from around Nigeria and abroad.,,1499083,979984852769325056,2018-03-31 07:32:50
akinpainforum1,Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/Pmsbt5a1Kx via todayng https://t.co/qP5iaaa2Cp,0,0,"I am an anaesthetist. I try to make surgical operation safe, comfortable and make the outcome acceptable to my patients. Follow me for all the latest happenings",Akure Nigeria,288,979983646978379777,2018-03-31 07:28:03
todayng,Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/l1s5Dqi3oP https://t.co/FK1N3tHoqk,3,3,"Latest news, trends, photos and videos from around Nigeria and world.",,119548,979983570344161280,2018-03-31 07:27:45
NigeriaNewsdesk,Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/9J3ahOkK9D via @todayng https://t.co/gRCOK26no3,28,22,Breaking news and current events from around Nigeria and abroad.,,1499083,979983145972875265,2018-03-31 07:26:03
Great_blogging,"Graduate Cyber Security Specialist at Deloitte Nigeria
Requisition code: NG148194SB
Location: Lagos
Business Unit: Risk Advisory
Click here to read more and apply: https://t.co/hoey5CeDjI",4,21,"The career room (Latest job vacancies from employers of labor, professional CV writer&editor, offer career advices and mentorship)  Follow back assured.","Lagos, Nigeria",13050,979982874513375232,2018-03-31 07:24:59
pakcheman,2019: Security agencies serving a 'conspiratorial parochial agenda' - Obasanjo’s coalition - Daily Post Nigeria https://t.co/IoE6PtDAv0,0,0,"On Air Personality. News Caster. I'm a miracle.
Youth Advocate and a Democrat.
I am Government.",Nigeria,1163,979982495033720832,2018-03-31 07:23:28
tammyabah,"2) is it necessary to have that number of cars in a convoy? Who are all the people in them? If they are all security personnel, can a few not do the job? #Nigeria #Abuja #securitymatters #presidentialmatters #citizenship",0,0,Adventure lover! Making a difference in my time...,Nigeria,1696,979979358482915328,2018-03-31 07:11:00
akinpainforum1,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/slPnZwjtEr via todayng https://t.co/HqzXtj0wIe",0,0,"I am an anaesthetist. I try to make surgical operation safe, comfortable and make the outcome acceptable to my patients. Follow me for all the latest happenings",Akure Nigeria,288,979977420261425154,2018-03-31 07:03:18
DirkSiebels,.@EmmanuelFreuden on an interesting new initiative to keep #security forces in check https://t.co/SpP3qZRe2K #Nigeria #police #Military,0,0,"PhD. Read, write, speak on #maritime #security & #Africa. Views my own, RTs are conscious and therefore endorsements or to be read with my comment.",Global,340,979976656877219840,2018-03-31 07:00:16
360postBlog,‘The biggest challenge for security in Nigeria is the ‘Nigerian mind’ Read here https://t.co/v3Bzbu6AvT https://t.co/6mm1YpDfAh,0,0,Official Twitter Account for 360post blog,,1144,979976214478839808,2018-03-31 06:58:31
SpaceFM_901,"CHRISTIAN YOUTHS DEMAND IMMEDIATE RELEASE OF LEAH
The southern Youth Wing of Christian Association of Nigeria (YOWICAN) yesterday pleaded with the Federal Government and the security agencies to adopt all necessary... https://t.co/FuGowyDKgL",0,0,"Best News Coverage (SouthWest,NG)
|info@spacefm901.org.ng| 
|☎+2347046333577| https://t.co/X5uPyfVHtm https://t.co/QcGyjxZhT6… https://t.co/GIB5F2UjlY via-mAPPS","136, Liberty Road, Ibadan, NG",11699,979976058559762432,2018-03-31 06:57:54
NigeriaNewsdesk,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/DTDIwakKZ0 via @todayng https://t.co/KN3Mcvv6IT",4,5,Breaking news and current events from around Nigeria and abroad.,,1499083,979974583972347904,2018-03-31 06:52:02
abumunara,"@AkinwunmiAmbode Which special status again. U dont want to be part of nigeria anymore or what? bros. 
1. Go and solve lagos refuse problem
2. Solve lagos traffic problem
3. Solve security problem
4. Brand lagos as a fully cosmopolitan place.. Which one be special status again?",1,0,,,139,979974294074781696,2018-03-31 06:50:53
breakingnewsnig,"Governor Yari orders security agents to shoot, kill anyone carrying arms, ammunition https://t.co/kyg9Lj2vVn https://t.co/vaOWJpzp7W",0,0,Breaking news Nigeria! Aggregating the news that puts you first! Miss nothing!                    Email-breakingnewsnig@gmail.com,Made in Nigeria ,28971,979971817354944512,2018-03-31 06:41:02
breakingnewsnig,Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/dmhIByjRgc https://t.co/Pr5uy5IdiL,0,0,Breaking news Nigeria! Aggregating the news that puts you first! Miss nothing!                    Email-breakingnewsnig@gmail.com,Made in Nigeria ,28971,979971812653113345,2018-03-31 06:41:01
todayng,Governor Ishaku: We’ve lost faith in federal government’s security apparatus https://t.co/VcVCdjq7zv https://t.co/E7qxeIWLCC,6,9,"Latest news, trends, photos and videos from around Nigeria and world.",,119548,979971058915622912,2018-03-31 06:38:02
nigeriantribune,"Easter: Pray for Nigeria’s socio-economic, security challenges, Omisore urges Nigerians https://t.co/T3MapQQ94b https://t.co/vxqkAu4Rqa",1,0,"Nigeria's oldest and most informative news medium, publishing articles on Politics, Business, Sports, Op-Ed, others. https://t.co/MxLJCLjwA7",Nigeria,140195,979970758846963712,2018-03-31 06:36:50
